ref_hash,obj
1058525390691423513_sc,152750.33272039308
1058525390691423513_st,152750.33272039308
1062274422372114651_sc,155969.0307004606
1062274422372114651_st,155969.0307004606
1069066119870904979_sc,259200.0
1069066119870904979_st,259200.0
1070673984959261173_sc,153629.68364769753
1070673984959261173_st,153629.68364769753
1071701264087131067_sc,152125.83624785082
1071701264087131067_st,152125.83624785082
1076086792264173440_sc,154874.34164367552
1076086792264173440_st,154874.34164367552
1078063581723896055_sc,152956.94915258736
1078063581723896055_st,152956.94915258736
1078643268919016184_sc,153019.98664883245
1078643268919016184_st,153019.98664883245
1080074517463091765_sc,153972.6941550767
1080074517463091765_st,153972.6941550767
108091152851614035_sc,153111.72102856456
108091152851614035_st,153111.72102856456
1082062519835461489_sc,154012.8545967405
1082062519835461489_st,154012.8545967405
1083324672128707147_sc,154609.12589117012
1083324672128707147_st,154609.12589117012
1084673948755476350_sc,158897.25403161763
1084673948755476350_st,158897.25403161763
108675559753870541_sc,259200.0
108675559753870541_st,259200.0
1090348823218637154_sc,154852.77188047793
1090348823218637154_st,154852.77188047793
1091213713572176533_sc,259200.0
1091213713572176533_st,259200.0
1092578651697005865_sc,259200.0
1092578651697005865_st,259200.0
109389620877102250_sc,153138.03342296372
109389620877102250_st,153138.03342296372
1095130837096278807_sc,152015.3560342169
1095130837096278807_st,152015.3560342169
1097690588650818183_sc,156127.7737572663
1097690588650818183_st,156127.7737572663
1098333517628887771_sc,149845.09381907716
1098333517628887771_st,149845.09381907716
1098698655660153317_sc,259200.0
1098698655660153317_st,259200.0
1100694657931150169_sc,152872.55565521144
1100694657931150169_st,152872.55565521144
1102680423242413676_sc,151178.99412571645
1102680423242413676_st,151178.99412571645
1106971792117053344_sc,259200.0
1106971792117053344_st,259200.0
1108571703275362862_sc,259200.0
1108571703275362862_st,259200.0
1109716870153151001_sc,259200.0
1109716870153151001_st,259200.0
1110652558277138855_sc,155565.40042072217
1110652558277138855_st,155565.40042072217
1111065470587874091_sc,259200.0
1111065470587874091_st,259200.0
111177788438165194_sc,150376.50472857422
111177788438165194_st,150376.50472857422
1113913537041480485_sc,155882.13713949302
1113913537041480485_st,155882.13713949302
1114026657194419748_sc,259200.0
1114026657194419748_st,259200.0
1114323564105303141_sc,149872.23940812834
1114323564105303141_st,149872.23940812834
1114508230319864946_sc,152772.52994502248
1114508230319864946_st,152772.52994502248
1115138041376043539_sc,151660.41880995518
1115138041376043539_st,151660.41880995518
1117590669569321964_sc,152750.4234888447
1117590669569321964_st,152750.4234888447
1117811498061299916_sc,259200.0
1117811498061299916_st,259200.0
1118296407046663101_sc,153138.30834392167
1118296407046663101_st,153138.30834392167
1119031235556320896_sc,153078.60634506916
1119031235556320896_st,153078.60634506916
11222455493472018_sc,154017.35078675847
11222455493472018_st,154017.35078675847
1123499146680162742_sc,153138.03342296372
1123499146680162742_st,153138.03342296372
1126070781577415060_sc,153387.50461477763
1126070781577415060_st,153387.50461477763
1126877271043713659_sc,162763.79617691063
1126877271043713659_st,162763.79617691063
1128648311587971120_sc,156196.93598355819
1128648311587971120_st,156196.93598355819
1128814228344083814_sc,259200.0
1128814228344083814_st,259200.0
1129766292147277557_sc,156005.55275063112
1129766292147277557_st,156005.55275063112
1131546864431701911_sc,153657.33280108747
1131546864431701911_st,153657.33280108747
1136031752303953778_sc,259200.0
1136031752303953778_st,259200.0
1136471390576544145_sc,259200.0
1136471390576544145_st,259200.0
1137626983589975828_sc,154318.72902178185
1137626983589975828_st,154318.72902178185
1145009605155104884_sc,153203.84716807233
1145009605155104884_st,153203.84716807233
1149958127364605785_sc,153128.15613425474
1149958127364605785_st,153128.15613425474
1151346651469575337_sc,153529.29792491742
1151346651469575337_st,153529.29792491742
1153540947733791830_sc,152743.61137353742
1153540947733791830_st,152743.61137353742
1156275031468463136_sc,147632.758921747
1156275031468463136_st,147632.758921747
1156694545460335017_sc,154178.6466056061
1156694545460335017_st,154178.6466056061
115885348859837276_sc,154976.85065207176
115885348859837276_st,154976.85065207176
1159207938497285892_sc,150342.9157704676
1159207938497285892_st,150342.9157704676
1160971248791325717_sc,259200.0
1160971248791325717_st,259200.0
1161843904632575594_sc,159114.9651994443
1161843904632575594_st,159114.9651994443
1167633864786053186_sc,259200.0
1167633864786053186_st,259200.0
1168157541031578455_sc,153203.84716807233
1168157541031578455_st,153203.84716807233
1170926351229275807_sc,259200.0
1170926351229275807_st,259200.0
1175385689997483703_sc,153565.89953123635
1175385689997483703_st,153565.89953123635
1175791667336060650_sc,153106.45506182485
1175791667336060650_st,153106.45506182485
1176502947759067386_sc,259200.0
1176502947759067386_st,259200.0
1176818370378839086_sc,259200.0
1176818370378839086_st,259200.0
1179211379479512284_sc,155435.1440007338
1179211379479512284_st,155435.1440007338
1186516249413150404_sc,152424.75998151323
1186516249413150404_st,152424.75998151323
1187615102176685882_sc,152540.15887716578
1187615102176685882_st,152540.15887716578
1187995611677437206_sc,153389.38656491713
1187995611677437206_st,153389.38656491713
1190424870217036395_sc,154965.93786689368
1190424870217036395_st,154965.93786689368
1191960282997642823_sc,259200.0
1191960282997642823_st,259200.0
1194162776830151855_sc,153846.04341859889
1194162776830151855_st,153846.04341859889
1199641757841499367_sc,259200.0
1199641757841499367_st,259200.0
1200899806989014770_sc,259200.0
1200899806989014770_st,259200.0
1204574205636847942_sc,152559.8638463817
1204574205636847942_st,152559.8638463817
1205014055416064598_sc,152426.23911473856
1205014055416064598_st,152426.23911473856
1206234638304930993_sc,156123.215457671
1206234638304930993_st,156123.215457671
1207737003178589247_sc,259200.0
1207737003178589247_st,259200.0
1209201922567589129_sc,153094.9993815143
1209201922567589129_st,153094.9993815143
1209266135065312559_sc,151690.18212623242
1209266135065312559_st,151690.18212623242
1209684448831341752_sc,150388.18178690056
1209684448831341752_st,150388.18178690056
1216484723925399897_sc,153324.9113369113
1216484723925399897_st,153324.9113369113
1216551715294982491_sc,155637.09117972222
1216551715294982491_st,155637.09117972222
122031620643150233_sc,259200.0
122031620643150233_st,259200.0
1225293060838887434_sc,154279.47082579855
1225293060838887434_st,154279.47082579855
1227457012435462438_sc,154642.32796335733
1227457012435462438_st,154642.32796335733
1229609562842818924_sc,157117.98768793172
1229609562842818924_st,157117.98768793172
1231413972006880331_sc,151209.35487335094
1231413972006880331_st,151209.35487335094
1232605060713570544_sc,259200.0
1232605060713570544_st,259200.0
1233658583417535945_sc,153618.50943418144
1233658583417535945_st,153618.50943418144
1234527712464722201_sc,153445.6632164263
1234527712464722201_st,153445.6632164263
1236618452781354742_sc,155142.83675312868
1236618452781354742_st,155142.83675312868
123979484119113285_sc,156408.7685760661
123979484119113285_st,156408.7685760661
1248297595627780685_sc,154011.7890758081
1248297595627780685_st,154011.7890758081
125102898244387791_sc,152974.08712889816
125102898244387791_st,152974.08712889816
1251678112439909237_sc,259200.0
1251678112439909237_st,259200.0
1251711610192393941_sc,259200.0
1251711610192393941_st,259200.0
1252375118134913744_sc,259200.0
1252375118134913744_st,259200.0
1253893505327217043_sc,259200.0
1253893505327217043_st,259200.0
1257211796115020351_sc,155044.28109095688
1257211796115020351_st,155044.28109095688
1260244248473048882_sc,259200.0
1260244248473048882_st,259200.0
1264022936299507076_sc,151115.9556934765
1264022936299507076_st,151115.9556934765
1265362887592424102_sc,259200.0
1265362887592424102_st,259200.0
126760379585103536_sc,153463.6947665002
126760379585103536_st,153463.6947665002
1268668663105484535_sc,155606.9802659437
1268668663105484535_st,155606.9802659437
1268988768599406958_sc,153647.29025853373
1268988768599406958_st,153647.29025853373
1269617022810318893_sc,153473.1742605563
1269617022810318893_st,153473.1742605563
12710129175666777_sc,243192.0104657497
12710129175666777_st,243192.0104657497
127181479361225903_sc,153673.1183355848
127181479361225903_st,153673.1183355848
1280782500667332514_sc,153877.07870840165
1280782500667332514_st,153877.07870840165
1281391375697256626_sc,259200.0
1281391375697256626_st,259200.0
1281554246271544540_sc,153216.50495690445
1281554246271544540_st,153216.50495690445
1283079572748604544_sc,153263.59277718456
1283079572748604544_st,153263.59277718456
1284329121151747079_sc,153091.17131674
1284329121151747079_st,153091.17131674
1286394024293955508_sc,141580.25126056213
1286394024293955508_st,141580.25126056213
12880076216702587_sc,152910.78199270167
12880076216702587_st,152910.78199270167
1289461437081782083_sc,259200.0
1289461437081782083_st,259200.0
1293570292730365189_sc,259200.0
1293570292730365189_st,259200.0
1293698919678093585_sc,259200.0
1293698919678093585_st,259200.0
1295673566983281594_sc,152743.61137353742
1295673566983281594_st,152743.61137353742
12977391562678610_sc,259200.0
12977391562678610_st,259200.0
1299921942054010422_sc,149627.56346566306
1299921942054010422_st,149627.56346566306
130079406502638965_sc,152939.99996049528
130079406502638965_st,152939.99996049528
1301976825595357150_sc,259200.0
1301976825595357150_st,259200.0
1302737911806151146_sc,259200.0
1302737911806151146_st,259200.0
1307116007931231623_sc,259200.0
1307116007931231623_st,259200.0
1310258515916187559_sc,150388.18178690056
1310258515916187559_st,150388.18178690056
1311716395227719150_sc,259200.0
1311716395227719150_st,259200.0
1311884661988038994_sc,149666.46207213975
1311884661988038994_st,149666.46207213975
1313615473299479354_sc,153252.71378132625
1313615473299479354_st,153252.71378132625
1313764485732247479_sc,154701.90731835514
1313764485732247479_st,154701.90731835514
1315792885380883436_sc,259200.0
1315792885380883436_st,259200.0
1319359126470626650_sc,154074.9992467494
1319359126470626650_st,154074.9992467494
1319530529617838683_sc,259200.0
1319530529617838683_st,259200.0
1319647639949654011_sc,259200.0
1319647639949654011_st,259200.0
1320285155686563936_sc,154461.05199971062
1320285155686563936_st,154461.05199971062
1320698541748474698_sc,144527.9741597468
1320698541748474698_st,144527.9741597468
1321931638565151894_sc,155064.8221956257
1321931638565151894_st,155064.8221956257
1325299270880328289_sc,154283.55871896763
1325299270880328289_st,154283.55871896763
1327834472616354686_sc,259200.0
1327834472616354686_st,259200.0
1328371665987429740_sc,156880.77168309654
1328371665987429740_st,156880.77168309654
1334979714748379384_sc,259200.0
1334979714748379384_st,259200.0
1337817839840024265_sc,153176.67027731513
1337817839840024265_st,153176.67027731513
133862296273929010_sc,153777.09168959345
133862296273929010_st,153777.09168959345
1339357409349811507_sc,259200.0
1339357409349811507_st,259200.0
1340306399366036773_sc,155921.35337738637
1340306399366036773_st,155921.35337738637
134252899899870481_sc,150849.75606841262
134252899899870481_st,150849.75606841262
1343304896887941153_sc,152964.1946478597
1343304896887941153_st,152964.1946478597
1343610696446705241_sc,150743.18552473496
1343610696446705241_st,150743.18552473496
1343846973671863229_sc,153140.67366217633
1343846973671863229_st,153140.67366217633
1344094560572816090_sc,156334.23415350946
1344094560572816090_st,156334.23415350946
1346626463765194606_sc,259200.0
1346626463765194606_st,259200.0
1352341197795597622_sc,259200.0
1352341197795597622_st,259200.0
135238190226173630_sc,155201.90183037272
135238190226173630_st,155201.90183037272
1353263670976574129_sc,154927.60532612551
1353263670976574129_st,154927.60532612551
13538278622181869_sc,155022.22134159063
13538278622181869_st,155022.22134159063
1357410736932166810_sc,149488.1995008313
1357410736932166810_st,149488.1995008313
1358413347723403971_sc,259200.0
1358413347723403971_st,259200.0
1362414875645754903_sc,150766.7647251683
1362414875645754903_st,150766.7647251683
1363698198585598240_sc,143387.74298854696
1363698198585598240_st,143387.74298854696
1364647366087403809_sc,153777.09168959345
1364647366087403809_st,153777.09168959345
1368635821614525643_sc,155775.94685781255
1368635821614525643_st,155775.94685781255
1368648383437916310_sc,153288.65188114933
1368648383437916310_st,153288.65188114933
1377832923059903066_sc,151148.06832139974
1377832923059903066_st,151148.06832139974
1379699859413237664_sc,158897.25403161763
1379699859413237664_st,158897.25403161763
1380962370594749522_sc,259200.0
1380962370594749522_st,259200.0
1382829534454032345_sc,155142.83675312868
1382829534454032345_st,155142.83675312868
1385715509195499069_sc,259200.0
1385715509195499069_st,259200.0
1387114378850828264_sc,259200.0
1387114378850828264_st,259200.0
1389885607828963485_sc,151269.9395097601
1389885607828963485_st,151269.9395097601
1394811243445482525_sc,153203.84716807233
1394811243445482525_st,153203.84716807233
1395269098318536492_sc,154537.46621946403
1395269098318536492_st,154537.46621946403
1400075890161845268_sc,259200.0
1400075890161845268_st,259200.0
1400708258671251084_sc,157532.75780927585
1400708258671251084_st,157532.75780927585
1401236653722021257_sc,153847.20068070557
1401236653722021257_st,153847.20068070557
1404411859457035750_sc,163240.29768563434
1404411859457035750_st,163240.29768563434
1404448451510586910_sc,156440.56706147402
1404448451510586910_st,156440.56706147402
1405078374337581334_sc,152685.4088648134
1405078374337581334_st,152685.4088648134
1405787563688548883_sc,151627.661432707
1405787563688548883_st,151627.661432707
1405946286287450031_sc,154951.1821529977
1405946286287450031_st,154951.1821529977
1407405697773200982_sc,153298.39401991846
1407405697773200982_st,153298.39401991846
1409860811222483843_sc,151620.23892453156
1409860811222483843_st,151620.23892453156
1410718164519785502_sc,152897.85158982064
1410718164519785502_st,152897.85158982064
141185236309213124_sc,150127.42878153222
141185236309213124_st,150127.42878153222
1414751606152167615_sc,158773.8549944449
1414751606152167615_st,158773.8549944449
1415274408925640121_sc,259200.0
1415274408925640121_st,259200.0
1416278477638614719_sc,259200.0
1416278477638614719_st,259200.0
1419354839057038471_sc,154018.41989362153
1419354839057038471_st,154018.41989362153
1432518504296468150_sc,149125.32082112436
1432518504296468150_st,149125.32082112436
1435877564557012951_sc,154210.75529896756
1435877564557012951_st,154210.75529896756
143620778860167232_sc,152332.34225224942
143620778860167232_st,152332.34225224942
1437959286938859386_sc,152757.94091534792
1437959286938859386_st,152757.94091534792
1437969918229546366_sc,149843.46987183273
1437969918229546366_st,149843.46987183273
1440198406831417758_sc,155567.45678589446
1440198406831417758_st,155567.45678589446
1442246240574869187_sc,259200.0
1442246240574869187_st,259200.0
1443196661695947486_sc,153060.2282610231
1443196661695947486_st,153060.2282610231
144510415764152026_sc,154234.7275770852
144510415764152026_st,154234.7275770852
1448251469825515781_sc,152384.0018904964
1448251469825515781_st,152384.0018904964
144858825658199154_sc,155539.11773993052
144858825658199154_st,155539.11773993052
1448618883257823284_sc,259200.0
1448618883257823284_st,259200.0
1455406734324235174_sc,153347.92221811603
1455406734324235174_st,153347.92221811603
1456159922209789941_sc,153112.63100990778
1456159922209789941_st,153112.63100990778
1458575463379897371_sc,259200.0
1458575463379897371_st,259200.0
146206268035953838_sc,154951.1821529977
146206268035953838_st,154951.1821529977
1462310992362977115_sc,259200.0
1462310992362977115_st,259200.0
1462631094364743739_sc,151065.67086880488
1462631094364743739_st,151065.67086880488
1462900288741887152_sc,153591.22212346183
1462900288741887152_st,153591.22212346183
146349373354039130_sc,155717.66263313478
146349373354039130_st,155717.66263313478
1463737277041413876_sc,259200.0
1463737277041413876_st,259200.0
1466387357519076668_sc,152062.62777036658
1466387357519076668_st,152062.62777036658
1469112136497229420_sc,153234.40273489797
1469112136497229420_st,153234.40273489797
1469891437001939430_sc,153936.45348200254
1469891437001939430_st,153936.45348200254
1471369522643687852_sc,152951.6079998518
1471369522643687852_st,152951.6079998518
1474374544316597063_sc,161797.59469576823
1474374544316597063_st,161797.59469576823
1474838723237605457_sc,154977.64737213592
1474838723237605457_st,154977.64737213592
1477883150977764521_sc,153475.00515223545
1477883150977764521_st,153475.00515223545
1479681329485066994_sc,259200.0
1479681329485066994_st,259200.0
148388802174309925_sc,259200.0
148388802174309925_st,259200.0
1484551776661218764_sc,153138.03342296372
1484551776661218764_st,153138.03342296372
1485566267036074672_sc,150798.1137840965
1485566267036074672_st,150798.1137840965
1485585519590186498_sc,259200.0
1485585519590186498_st,259200.0
1485710806967558837_sc,259200.0
1485710806967558837_st,259200.0
1490775021605137609_sc,153074.26784839673
1490775021605137609_st,153074.26784839673
149145192403446337_sc,152681.79615972834
149145192403446337_st,152681.79615972834
1491766937226493605_sc,153591.22212346183
1491766937226493605_st,153591.22212346183
1495680085352673226_sc,153351.14376073593
1495680085352673226_st,153351.14376073593
1496724042025426431_sc,259200.0
1496724042025426431_st,259200.0
1497128270570315821_sc,152999.05040798182
1497128270570315821_st,152999.05040798182
1503622930668825341_sc,160133.96882946216
1503622930668825341_st,160133.96882946216
1505582288748773676_sc,153133.50877345665
1505582288748773676_st,153133.50877345665
1505707263781865790_sc,151947.51625347463
1505707263781865790_st,151947.51625347463
1507725753842469617_sc,259200.0
1507725753842469617_st,259200.0
1509545633114961619_sc,259200.0
1509545633114961619_st,259200.0
1513880118499895475_sc,162139.2414961146
1513880118499895475_st,162139.2414961146
151719194698470862_sc,150366.3059484284
151719194698470862_st,150366.3059484284
1519771825716243940_sc,154496.28199628243
1519771825716243940_st,154496.28199628243
1521407447410849866_sc,153064.7974832514
1521407447410849866_st,153064.7974832514
1522064661862584327_sc,154810.11904908036
1522064661862584327_st,154810.11904908036
1522174467525920419_sc,259200.0
1522174467525920419_st,259200.0
1522517226455603717_sc,259200.0
1522517226455603717_st,259200.0
1526533209361572178_sc,152627.51960089794
1526533209361572178_st,152627.51960089794
1526589386802120877_sc,259200.0
1526589386802120877_st,259200.0
1532920640971142763_sc,153264.13559998403
1532920640971142763_st,153264.13559998403
1535179488604428892_sc,259200.0
1535179488604428892_st,259200.0
1540895757038675521_sc,259200.0
1540895757038675521_st,259200.0
1541360754262871055_sc,259200.0
1541360754262871055_st,259200.0
1541943482926064403_sc,149735.87534704275
1541943482926064403_st,149735.87534704275
1542252940507519186_sc,259200.0
1542252940507519186_st,259200.0
1544952069069412264_sc,150925.15573163863
1544952069069412264_st,150925.15573163863
1546380888258110620_sc,150511.77628996468
1546380888258110620_st,150511.77628996468
1552048892636076688_sc,153005.1754369079
1552048892636076688_st,153005.1754369079
1554217736630697432_sc,259200.0
1554217736630697432_st,259200.0
1557657670234529677_sc,259200.0
1557657670234529677_st,259200.0
1559985950264706026_sc,259200.0
1559985950264706026_st,259200.0
1563149421968177217_sc,154190.86589172907
1563149421968177217_st,154190.86589172907
1568239518763418505_sc,241225.5305828077
1568239518763418505_st,241225.5305828077
1571815441379711120_sc,151934.4675704568
1571815441379711120_st,151934.4675704568
1572073024204691574_sc,154927.60532612551
1572073024204691574_st,154927.60532612551
15755635624013585_sc,156810.403306546
15755635624013585_st,156810.403306546
1578493458135285912_sc,259200.0
1578493458135285912_st,259200.0
1579648092439095955_sc,154488.17848289452
1579648092439095955_st,154488.17848289452
1582245318038800705_sc,259200.0
1582245318038800705_st,259200.0
1585273182248364632_sc,150371.240050449
1585273182248364632_st,150371.240050449
1586011569157541229_sc,259200.0
1586011569157541229_st,259200.0
1586308550876044716_sc,151182.6165363627
1586308550876044716_st,151182.6165363627
15864059592995091_sc,151979.11870373093
15864059592995091_st,151979.11870373093
158642282115857939_sc,153201.48227344008
158642282115857939_st,153201.48227344008
1587423418122753177_sc,153356.8901063206
1587423418122753177_st,153356.8901063206
1592232433995993602_sc,153797.92651808172
1592232433995993602_st,153797.92651808172
1593315082014178993_sc,154294.28039496852
1593315082014178993_st,154294.28039496852
1594304834872461088_sc,259200.0
1594304834872461088_st,259200.0
1595135091194264808_sc,259200.0
1595135091194264808_st,259200.0
1595181852111961835_sc,259200.0
1595181852111961835_st,259200.0
1598279014358140630_sc,259200.0
1598279014358140630_st,259200.0
1609139111614355686_sc,152432.22399644498
1609139111614355686_st,152432.22399644498
1609275904163020719_sc,259200.0
1609275904163020719_st,259200.0
1609949567718682385_sc,152658.8121453879
1609949567718682385_st,152658.8121453879
1610107188799256895_sc,153953.6234866835
1610107188799256895_st,153953.6234866835
1610494654440971107_sc,259200.0
1610494654440971107_st,259200.0
1610631182235861036_sc,153263.59277718456
1610631182235861036_st,153263.59277718456
1610830018249632088_sc,259200.0
1610830018249632088_st,259200.0
1619005863892213340_sc,259200.0
1619005863892213340_st,259200.0
1620044022477258303_sc,155656.83917414775
1620044022477258303_st,155656.83917414775
162252644031331242_sc,155634.3562220245
162252644031331242_st,155634.3562220245
1624621636247371157_sc,149831.53503700698
1624621636247371157_st,149831.53503700698
1624675199747986180_sc,146074.30803179368
1624675199747986180_st,146074.30803179368
1625527770358623312_sc,154976.85065207176
1625527770358623312_st,154976.85065207176
1626122822972650492_sc,259200.0
1626122822972650492_st,259200.0
1626240234331226893_sc,155382.32890138897
1626240234331226893_st,155382.32890138897
1628314475685116126_sc,154831.51793695302
1628314475685116126_st,154831.51793695302
1631312698088948141_sc,259200.0
1631312698088948141_st,259200.0
1632976817520709726_sc,150671.68550543216
1632976817520709726_st,150671.68550543216
1634650407908315198_sc,153422.79396292777
1634650407908315198_st,153422.79396292777
1634912018741747313_sc,152800.60108259646
1634912018741747313_st,152800.60108259646
1635806999972794207_sc,153109.9777769827
1635806999972794207_st,153109.9777769827
1638155133101635232_sc,150514.2079891649
1638155133101635232_st,150514.2079891649
1640419309626397644_sc,153176.68046488374
1640419309626397644_st,153176.68046488374
1644684818861378247_sc,153549.84499622852
1644684818861378247_st,153549.84499622852
1645117383971795261_sc,154292.77936982366
1645117383971795261_st,154292.77936982366
1645448724794614846_sc,259200.0
1645448724794614846_st,259200.0
1646244151176203402_sc,259200.0
1646244151176203402_st,259200.0
1647303115721594711_sc,162763.79617691063
1647303115721594711_st,162763.79617691063
1648484391049043683_sc,259200.0
1648484391049043683_st,259200.0
1649462786324867670_sc,152999.05040798182
1649462786324867670_st,152999.05040798182
1649470682218050050_sc,152783.62354317342
1649470682218050050_st,152783.62354317342
165054203039707364_sc,146835.71486516393
165054203039707364_st,146835.71486516393
1651298545102448143_sc,153692.5667755061
1651298545102448143_st,153692.5667755061
1652973856044692882_sc,147027.24911917982
1652973856044692882_st,147027.24911917982
1654414320062233188_sc,153506.0327674199
1654414320062233188_st,153506.0327674199
1654931404191930561_sc,153233.46693009877
1654931404191930561_st,153233.46693009877
1656202871077543672_sc,155064.8221956257
1656202871077543672_st,155064.8221956257
166111167582199775_sc,155751.234126814
166111167582199775_st,155751.234126814
1672980903727097060_sc,151395.52956995455
1672980903727097060_st,151395.52956995455
1675618435344112751_sc,147462.00270753776
1675618435344112751_st,147462.00270753776
167645149541424501_sc,149885.4244652182
167645149541424501_st,149885.4244652182
1676599343673733996_sc,259200.0
1676599343673733996_st,259200.0
1677397424183807063_sc,153864.24165955788
1677397424183807063_st,153864.24165955788
1678574764210748596_sc,152975.06095716095
1678574764210748596_st,152975.06095716095
1680454818764604919_sc,259200.0
1680454818764604919_st,259200.0
1683583979368839453_sc,153477.48311135668
1683583979368839453_st,153477.48311135668
1683636821685901692_sc,152424.75998151323
1683636821685901692_st,152424.75998151323
1683915131500129075_sc,153119.94835714172
1683915131500129075_st,153119.94835714172
1686771719211427260_sc,153753.5850062569
1686771719211427260_st,153753.5850062569
1686829829798908901_sc,153273.84184828616
1686829829798908901_st,153273.84184828616
1688759174245788636_sc,154185.84085534324
1688759174245788636_st,154185.84085534324
1689253659802783461_sc,259200.0
1689253659802783461_st,259200.0
1694964200543302757_sc,151846.73179887416
1694964200543302757_st,151846.73179887416
1695017415660355067_sc,259200.0
1695017415660355067_st,259200.0
1695705421328710963_sc,152358.08337961484
1695705421328710963_st,152358.08337961484
169673203379774697_sc,151578.72092833242
169673203379774697_st,151578.72092833242
1697296672196475600_sc,154621.786435336
1697296672196475600_st,154621.786435336
1698798402698483317_sc,149525.12184691164
1698798402698483317_st,149525.12184691164
1705620787460316875_sc,259200.0
1705620787460316875_st,259200.0
1706216513788387104_sc,153746.1763364673
1706216513788387104_st,153746.1763364673
1706794130450981051_sc,153599.35464572778
1706794130450981051_st,153599.35464572778
1713284802794931603_sc,155279.10680909408
1713284802794931603_st,155279.10680909408
1713575180422828175_sc,153729.58140511025
1713575180422828175_st,153729.58140511025
1717184228785145942_sc,152853.07043196147
1717184228785145942_st,152853.07043196147
171749671026400972_sc,259200.0
171749671026400972_st,259200.0
1718964734813976566_sc,259200.0
1718964734813976566_st,259200.0
1722479355356580286_sc,153072.04812569232
1722479355356580286_st,153072.04812569232
1725593100682031672_sc,259200.0
1725593100682031672_st,259200.0
1726159899784033460_sc,153242.25233179188
1726159899784033460_st,153242.25233179188
1727911413674128214_sc,152047.35049383037
1727911413674128214_st,152047.35049383037
173037676676551667_sc,152999.05040798182
173037676676551667_st,152999.05040798182
1739185427561011002_sc,152759.15327078215
1739185427561011002_st,152759.15327078215
1744539208349624912_sc,153031.33523041348
1744539208349624912_st,153031.33523041348
1747750927337388419_sc,153201.48227344008
1747750927337388419_st,153201.48227344008
1749586132256864259_sc,150102.15089125276
1749586132256864259_st,150102.15089125276
1750509480206635901_sc,152738.94553237772
1750509480206635901_st,152738.94553237772
1753408082039589793_sc,259200.0
1753408082039589793_st,259200.0
1755590351975453126_sc,259200.0
1755590351975453126_st,259200.0
1757046249254925892_sc,149917.53698034683
1757046249254925892_st,149917.53698034683
1760218743715819964_sc,154515.17859004042
1760218743715819964_st,154515.17859004042
1762685240275022546_sc,152736.34772699297
1762685240275022546_st,152736.34772699297
1767794950631940094_sc,152999.05040798182
1767794950631940094_st,152999.05040798182
1771567713554989316_sc,259200.0
1771567713554989316_st,259200.0
1772473992019353562_sc,259200.0
1772473992019353562_st,259200.0
1773819382540812845_sc,259200.0
1773819382540812845_st,259200.0
1773915170564860290_sc,153768.10929092404
1773915170564860290_st,153768.10929092404
1775266247906490790_sc,151804.76172339934
